ID Chemical,Actual Class,J48 Prediction,NB Prediction,IBk5 Prediction,SVM Prediction
20017,Inactive,Inactive,Inactive,Inactive,Inactive
20706,Inactive,Inactive,Inactive,Inactive,Inactive
21388,Inactive,Inactive,Inactive,Inactive,Inactive
21388,Inactive,Inactive,Inactive,Inactive,Inactive
20931,Inactive,Inactive,Inactive,Inactive,Inactive
21764,Inactive,Inactive,Inactive,Inactive,Inactive
21491,Inactive,Inactive,Inactive,Inactive,Inactive
20699,Inactive,Inactive,Inactive,Inactive,Inactive
21370,Inactive,Inactive,Inactive,Inactive,Inactive
20734,Inactive,Inactive,Inactive,Inactive,Inactive
20086,Inactive,Inactive,Inactive,Inactive,Inactive
20843,Inactive,Inactive,Inactive,Inactive,Inactive
20199,Inactive,Inactive,Inactive,Inactive,Inactive
20287,Inactive,Inactive,Inactive,Inactive,Inactive
20900,Inactive,Inactive,Inactive,Inactive,Inactive
20920,Inactive,Inactive,Inactive,Inactive,Inactive
21873,Inactive,Inactive,Inactive,Inactive,Inactive
20594,Inactive,Inactive,Inactive,Inactive,Inactive
20704,Inactive,Inactive,Inactive,Inactive,Inactive
21067,Inactive,Inactive,Inactive,Inactive,Inactive
20959,Inactive,Inactive,Inactive,Inactive,Inactive
21408,Inactive,Inactive,Inactive,Inactive,Inactive
21671,Inactive,Inactive,Inactive,Inactive,Inactive
21249,Inactive,Inactive,Inactive,Inactive,Inactive
21672,Inactive,Inactive,Inactive,Inactive,Inactive
21578,Inactive,Inactive,Inactive,Inactive,Inactive
20576,Inactive,Inactive,Inactive,Inactive,Inactive
21186,Inactive,Inactive,Inactive,Inactive,Inactive
20040,Inactive,Inactive,Inactive,Inactive,Inactive
20262,Inactive,Inactive,Inactive,Inactive,Inactive
20170,Inactive,Inactive,Inactive,Inactive,Inactive
21219,Inactive,Inactive,Inactive,Inactive,Inactive
20263,Inactive,Inactive,Inactive,Inactive,Inactive
20967,Inactive,Inactive,Inactive,Inactive,Inactive
20974,Inactive,Inactive,Inactive,Inactive,Inactive
20644,Inactive,Inactive,Inactive,Inactive,Inactive
20653,Inactive,Inactive,Inactive,Inactive,Inactive
20852,Inactive,Inactive,Inactive,Inactive,Inactive
17414,Inactive,Inactive,Inactive,Inactive,Inactive
21426,Inactive,Inactive,Inactive,Inactive,Inactive
21331,Inactive,Inactive,Inactive,Inactive,Inactive
21451,Inactive,Inactive,Inactive,Inactive,Inactive
21875,Inactive,Inactive,Inactive,Inactive,Inactive
20131,Inactive,Inactive,Inactive,Inactive,Inactive
21334,Inactive,Inactive,Inactive,Inactive,Inactive
20140,Inactive,Inactive,Inactive,Inactive,Inactive
21361,Inactive,Inactive,Inactive,Inactive,Inactive
20183,Inactive,Inactive,Inactive,Inactive,Inactive
20885,Inactive,Inactive,Inactive,Inactive,Inactive
20186,Inactive,Inactive,Inactive,Inactive,Inactive
21497,Inactive,Inactive,Inactive,Inactive,Inactive
20189,Inactive,Inactive,Inactive,Inactive,Inactive
21373,Inactive,Inactive,Inactive,Inactive,Inactive
20203,Inactive,Inactive,Inactive,Inactive,Inactive
20079,Inactive,Inactive,Inactive,Inactive,Inactive
20753,Inactive,Inactive,Inactive,Inactive,Inactive
21376,Inactive,Inactive,Inactive,Inactive,Inactive
20854,Inactive,Inactive,Inactive,Inactive,Inactive
20317,Inactive,Inactive,Inactive,Inactive,Inactive
20132,Inactive,Inactive,Inactive,Inactive,Inactive
20316,Inactive,Inactive,Inactive,Inactive,Inactive
20956,Inactive,Inactive,Inactive,Inactive,Inactive
20678,Inactive,Inactive,Inactive,Inactive,Inactive
20632,Inactive,Inactive,Inactive,Inactive,Inactive
20048,Inactive,Inactive,Inactive,Inactive,Inactive
20654,Inactive,Inactive,Inactive,Inactive,Inactive
21162,Inactive,Inactive,Inactive,Inactive,Inactive
21167,Inactive,Inactive,Inactive,Inactive,Inactive
20681,Inactive,Inactive,Inactive,Inactive,Inactive
20743,Inactive,Inactive,Inactive,Inactive,Inactive
20791,Inactive,Inactive,Inactive,Inactive,Inactive
20195,Inactive,Inactive,Inactive,Inactive,Inactive
21502,Inactive,Inactive,Inactive,Inactive,Inactive
20919,Inactive,Inactive,Inactive,Inactive,Inactive
21896,Inactive,Inactive,Inactive,Inactive,Inactive
20164,Inactive,Inactive,Inactive,Inactive,Inactive
20803,Inactive,Inactive,Inactive,Inactive,Inactive
21029,Inactive,Inactive,Inactive,Inactive,Inactive
21511,Inactive,Inactive,Inactive,Inactive,Inactive
21047,Inactive,Inactive,Inactive,Inactive,Inactive
21797,Inactive,Inactive,Inactive,Inactive,Inactive
21236,Inactive,Inactive,Inactive,Inactive,Inactive
21609,Inactive,Inactive,Inactive,Inactive,Inactive
20234,Inactive,Inactive,Inactive,Inactive,Inactive
21634,Inactive,Inactive,Inactive,Inactive,Inactive
21464,Inactive,Inactive,Inactive,Inactive,Inactive
20436,Inactive,Inactive,Inactive,Inactive,Inactive
21210,Inactive,Inactive,Inactive,Inactive,Inactive
20082,Inactive,Inactive,Inactive,Inactive,Inactive
21058,Inactive,Inactive,Inactive,Inactive,Inactive
21040,Inactive,Inactive,Inactive,Inactive,Inactive
21231,Inactive,Inactive,Inactive,Inactive,Inactive
21016,Inactive,Inactive,Inactive,Inactive,Inactive
21455,Inactive,Inactive,Inactive,Inactive,Inactive
21835,Inactive,Inactive,Inactive,Inactive,Inactive
21228,Inactive,Inactive,Inactive,Inactive,Inactive
21241,Inactive,Inactive,Inactive,Inactive,Inactive
21560,Inactive,Inactive,Inactive,Inactive,Inactive
20691,Inactive,Inactive,Inactive,Inactive,Inactive
21725,Inactive,Inactive,Inactive,Inactive,Inactive
21847,Inactive,Inactive,Inactive,Inactive,Inactive
20104,Inactive,Inactive,Inactive,Inactive,Inactive
20915,Inactive,Inactive,Inactive,Inactive,Inactive
21611,Inactive,Inactive,Inactive,Inactive,Inactive
21579,Inactive,Inactive,Inactive,Inactive,Inactive
17412,Inactive,Inactive,Inactive,Inactive,Inactive
20739,Inactive,Inactive,Inactive,Inactive,Inactive
21858,Inactive,Inactive,Inactive,Inactive,Inactive
21694,Inactive,Inactive,Inactive,Inactive,Inactive
21659,Inactive,Inactive,Inactive,Inactive,Inactive
21728,Inactive,Inactive,Inactive,Inactive,Inactive
21685,Inactive,Inactive,Inactive,Inactive,Inactive
20217,Inactive,Inactive,Inactive,Inactive,Inactive
20685,Inactive,Inactive,Inactive,Inactive,Inactive
20409,Inactive,Inactive,Inactive,Inactive,Inactive
20652,Inactive,Inactive,Inactive,Inactive,Inactive
20518,Inactive,Inactive,Inactive,Inactive,Inactive
20649,Inactive,Inactive,Inactive,Inactive,Inactive
21055,Inactive,Inactive,Inactive,Inactive,Inactive
20648,Inactive,Inactive,Inactive,Inactive,Inactive
20236,Inactive,Inactive,Inactive,Inactive,Inactive
20610,Inactive,Inactive,Inactive,Inactive,Inactive
20246,Inactive,Inactive,Inactive,Inactive,Inactive
20863,Inactive,Inactive,Inactive,Inactive,Inactive
20056,Inactive,Inactive,Inactive,Inactive,Inactive
21010,Inactive,Inactive,Inactive,Inactive,Inactive
21379,Inactive,Inactive,Inactive,Inactive,Inactive
21379,Inactive,Inactive,Inactive,Inactive,Inactive
21379,Inactive,Inactive,Inactive,Inactive,Inactive
21379,Inactive,Inactive,Inactive,Inactive,Inactive
21014,Inactive,Inactive,Inactive,Inactive,Inactive
21122,Inactive,Inactive,Inactive,Inactive,Inactive
21188,Inactive,Inactive,Inactive,Inactive,Inactive
21194,Inactive,Inactive,Inactive,Inactive,Inactive
21348,Inactive,Inactive,Inactive,Inactive,Inactive
21717,Inactive,Inactive,Inactive,Inactive,Inactive
21362,Inactive,Inactive,Inactive,Inactive,Inactive
21293,Inactive,Inactive,Inactive,Inactive,Inactive
21363,Inactive,Inactive,Inactive,Inactive,Inactive
21258,Inactive,Inactive,Inactive,Inactive,Inactive
20547,Inactive,Inactive,Inactive,Inactive,Inactive
21678,Inactive,Inactive,Inactive,Inactive,Inactive
516,Inactive,Inactive,Inactive,Inactive,Inactive
21624,Inactive,Inactive,Inactive,Inactive,Inactive
21781,Inactive,Inactive,Inactive,Inactive,Inactive
21208,Inactive,Inactive,Inactive,Inactive,Inactive
20528,Inactive,Inactive,Inactive,Inactive,Inactive
20248,Inactive,Inactive,Inactive,Inactive,Inactive
20527,Inactive,Inactive,Inactive,Inactive,Inactive
20253,Inactive,Inactive,Inactive,Inactive,Inactive
20429,Inactive,Inactive,Inactive,Inactive,Inactive
20257,Inactive,Inactive,Inactive,Inactive,Inactive
20345,Inactive,Inactive,Inactive,Inactive,Inactive
20258,Inactive,Inactive,Inactive,Inactive,Inactive
20342,Inactive,Inactive,Inactive,Inactive,Inactive
20261,Inactive,Inactive,Inactive,Inactive,Inactive
20325,Inactive,Inactive,Inactive,Inactive,Inactive
20265,Inactive,Inactive,Inactive,Inactive,Inactive
20548,Inactive,Inactive,Inactive,Inactive,Inactive
21372,Inactive,Inactive,Inactive,Inactive,Inactive
20827,Inactive,Inactive,Inactive,Inactive,Inactive
20724,Inactive,Inactive,Inactive,Inactive,Inactive
20828,Inactive,Inactive,Inactive,Inactive,Inactive
20178,Inactive,Inactive,Inactive,Inactive,Inactive
20829,Inactive,Inactive,Inactive,Inactive,Inactive
20277,Inactive,Inactive,Inactive,Inactive,Inactive
21117,Inactive,Inactive,Inactive,Inactive,Inactive
20031,Inactive,Inactive,Inactive,Inactive,Inactive
21322,Inactive,Inactive,Inactive,Inactive,Inactive
21587,Inactive,Inactive,Inactive,Inactive,Inactive
21714,Inactive,Inactive,Inactive,Inactive,Inactive
20130,Inactive,Inactive,Inactive,Inactive,Inactive
20166,Inactive,Inactive,Inactive,Inactive,Inactive
510,Inactive,Inactive,Inactive,Inactive,Inactive
20116,Inactive,Inactive,Inactive,Inactive,Inactive
20326,Inactive,Inactive,Inactive,Inactive,Inactive
20215,Inactive,Inactive,Inactive,Inactive,Inactive
20840,Inactive,Inactive,Inactive,Inactive,Inactive
20455,Inactive,Inactive,Inactive,Inactive,Inactive
20732,Inactive,Inactive,Inactive,Inactive,Inactive
20756,Inactive,Inactive,Inactive,Inactive,Inactive
21104,Inactive,Inactive,Inactive,Inactive,Inactive
20925,Inactive,Inactive,Inactive,Inactive,Inactive
21513,Inactive,Inactive,Inactive,Inactive,Inactive
21477,Inactive,Inactive,Inactive,Inactive,Inactive
20126,Inactive,Inactive,Inactive,Inactive,Inactive
21338,Inactive,Inactive,Inactive,Inactive,Inactive
21359,Inactive,Inactive,Inactive,Inactive,Inactive
20247,Inactive,Inactive,Inactive,Inactive,Inactive
20816,Inactive,Inactive,Inactive,Inactive,Inactive
21035,Inactive,Inactive,Inactive,Inactive,Inactive
20918,Inactive,Inactive,Inactive,Inactive,Inactive
21472,Inactive,Inactive,Inactive,Inactive,Inactive
20243,Inactive,Inactive,Inactive,Inactive,Inactive
20306,Inactive,Inactive,Inactive,Inactive,Inactive
21386,Inactive,Inactive,Inactive,Inactive,Inactive
20988,Inactive,Inactive,Inactive,Inactive,Inactive
21821,Inactive,Inactive,Inactive,Inactive,Inactive
21191,Inactive,Inactive,Inactive,Inactive,Inactive
20521,Inactive,Inactive,Inactive,Inactive,Inactive
978,Inactive,Inactive,Inactive,Inactive,Inactive
21114,Inactive,Inactive,Inactive,Inactive,Inactive
20346,Inactive,Inactive,Inactive,Inactive,Inactive
20603,Inactive,Inactive,Inactive,Inactive,Inactive
20348,Inactive,Inactive,Inactive,Inactive,Inactive
20971,Inactive,Inactive,Inactive,Inactive,Inactive
20394,Inactive,Inactive,Inactive,Inactive,Inactive
21626,Inactive,Inactive,Inactive,Inactive,Inactive
20462,Inactive,Inactive,Inactive,Inactive,Inactive
21365,Inactive,Inactive,Inactive,Inactive,Inactive
20553,Inactive,Inactive,Inactive,Inactive,Inactive
20110,Inactive,Inactive,Inactive,Inactive,Inactive
20622,Inactive,Inactive,Inactive,Inactive,Inactive
20872,Inactive,Inactive,Inactive,Inactive,Inactive
20646,Inactive,Inactive,Inactive,Inactive,Inactive
20966,Inactive,Inactive,Inactive,Inactive,Inactive
20196,Inactive,Inactive,Inactive,Inactive,Inactive
20125,Inactive,Inactive,Inactive,Inactive,Inactive
20506,Inactive,Inactive,Inactive,Inactive,Inactive
20991,Inactive,Inactive,Inactive,Inactive,Inactive
20336,Inactive,Inactive,Inactive,Inactive,Inactive
21489,Inactive,Inactive,Inactive,Inactive,Inactive
21486,Inactive,Inactive,Inactive,Inactive,Inactive
20241,Inactive,Inactive,Inactive,Inactive,Inactive
20412,Inactive,Inactive,Inactive,Inactive,Inactive
20433,Inactive,Inactive,Inactive,Inactive,Inactive
20597,Inactive,Inactive,Inactive,Inactive,Inactive
20597,Inactive,Inactive,Inactive,Inactive,Inactive
20655,Inactive,Inactive,Inactive,Inactive,Inactive
20583,Inactive,Inactive,Inactive,Inactive,Inactive
20690,Inactive,Inactive,Inactive,Inactive,Inactive
21661,Inactive,Inactive,Inactive,Inactive,Inactive
20615,Inactive,Inactive,Inactive,Inactive,Inactive
21752,Inactive,Inactive,Inactive,Inactive,Inactive
20489,Inactive,Inactive,Inactive,Inactive,Inactive
20239,Inactive,Inactive,Inactive,Inactive,Inactive
20519,Inactive,Inactive,Inactive,Inactive,Inactive
20912,Inactive,Inactive,Inactive,Inactive,Inactive
20851,Inactive,Inactive,Inactive,Inactive,Inactive
21278,Inactive,Inactive,Inactive,Inactive,Inactive
20857,Inactive,Inactive,Inactive,Inactive,Inactive
21711,Inactive,Inactive,Inactive,Inactive,Inactive
20884,Inactive,Inactive,Inactive,Inactive,Inactive
21412,Inactive,Inactive,Inactive,Inactive,Inactive
20552,Inactive,Inactive,Inactive,Inactive,Inactive
20430,Inactive,Inactive,Inactive,Inactive,Inactive
20935,Inactive,Inactive,Inactive,Inactive,Inactive
20600,Inactive,Inactive,Inactive,Inactive,Inactive
20981,Inactive,Inactive,Inactive,Inactive,Inactive
21441,Inactive,Inactive,Inactive,Inactive,Inactive
21495,Inactive,Inactive,Inactive,Inactive,Inactive
21529,Inactive,Inactive,Inactive,Inactive,Inactive
21654,Inactive,Inactive,Inactive,Inactive,Inactive
21620,Inactive,Inactive,Inactive,Inactive,Inactive
21005,Inactive,Inactive,Inactive,Inactive,Inactive
20785,Inactive,Inactive,Inactive,Inactive,Inactive
21075,Inactive,Inactive,Inactive,Inactive,Inactive
20057,Inactive,Inactive,Inactive,Inactive,Inactive
21204,Inactive,Inactive,Inactive,Inactive,Inactive
21336,Inactive,Inactive,Inactive,Inactive,Inactive
21336,Inactive,Inactive,Inactive,Inactive,Inactive
21682,Inactive,Inactive,Inactive,Inactive,Inactive
21357,Inactive,Inactive,Inactive,Inactive,Inactive
21357,Inactive,Inactive,Inactive,Inactive,Inactive
20810,Inactive,Inactive,Inactive,Inactive,Inactive
20540,Inactive,Inactive,Inactive,Inactive,Inactive
20144,Inactive,Inactive,Inactive,Inactive,Inactive
20754,Inactive,Inactive,Inactive,Inactive,Inactive
21599,Inactive,Inactive,Inactive,Inactive,Inactive
20319,Inactive,Inactive,Inactive,Inactive,Inactive
20977,Inactive,Inactive,Inactive,Inactive,Inactive
21575,Inactive,Inactive,Inactive,Inactive,Inactive
21045,Inactive,Inactive,Inactive,Inactive,Inactive
21615,Inactive,Inactive,Inactive,Inactive,Inactive
21066,Inactive,Inactive,Inactive,Inactive,Inactive
20867,Inactive,Inactive,Inactive,Inactive,Inactive
21017,Inactive,Inactive,Inactive,Inactive,Inactive
20779,Inactive,Inactive,Inactive,Inactive,Inactive
21106,Inactive,Inactive,Inactive,Inactive,Inactive
20418,Inactive,Inactive,Inactive,Inactive,Inactive
21168,Inactive,Inactive,Inactive,Inactive,Inactive
20458,Inactive,Inactive,Inactive,Inactive,Inactive
21230,Inactive,Inactive,Inactive,Inactive,Inactive
21292,Inactive,Inactive,Inactive,Inactive,Inactive
21247,Inactive,Inactive,Inactive,Inactive,Inactive
21747,Inactive,Inactive,Inactive,Inactive,Inactive
21094,Inactive,Inactive,Inactive,Inactive,Inactive
20714,Inactive,Inactive,Inactive,Inactive,Inactive
21309,Inactive,Inactive,Inactive,Inactive,Inactive
20725,Inactive,Inactive,Inactive,Inactive,Inactive
21131,Inactive,Inactive,Inactive,Inactive,Inactive
21885,Inactive,Inactive,Inactive,Inactive,Inactive
21504,Inactive,Inactive,Inactive,Inactive,Inactive
20431,Inactive,Inactive,Inactive,Inactive,Inactive
21827,Inactive,Inactive,Inactive,Inactive,Inactive
20672,Inactive,Inactive,Inactive,Inactive,Inactive
20777,Inactive,Inactive,Inactive,Inactive,Inactive
21339,Inactive,Inactive,Inactive,Inactive,Inactive
21179,Inactive,Inactive,Inactive,Inactive,Inactive
21754,Inactive,Inactive,Inactive,Inactive,Inactive
21203,Inactive,Inactive,Inactive,Inactive,Inactive
21868,Inactive,Inactive,Inactive,Inactive,Inactive
20957,Inactive,Inactive,Inactive,Inactive,Inactive
21750,Inactive,Inactive,Inactive,Inactive,Inactive
20712,Inactive,Inactive,Inactive,Inactive,Inactive
20742,Inactive,Inactive,Inactive,Inactive,Inactive
21783,Inactive,Inactive,Inactive,Inactive,Inactive
17414,Inactive,Inactive,Inactive,Inactive,Inactive
21100,Inactive,Inactive,Inactive,Inactive,Inactive
20775,Inactive,Inactive,Inactive,Inactive,Inactive
21342,Inactive,Inactive,Inactive,Inactive,Inactive
20808,Inactive,Inactive,Inactive,Inactive,Inactive
21371,Inactive,Inactive,Inactive,Inactive,Inactive
20982,Inactive,Inactive,Inactive,Inactive,Inactive
21401,Inactive,Inactive,Inactive,Inactive,Inactive
21340,Inactive,Inactive,Inactive,Inactive,Inactive
21141,Inactive,Inactive,Inactive,Inactive,Inactive
21264,Inactive,Inactive,Inactive,Inactive,Inactive
21381,Inactive,Inactive,Inactive,Inactive,Inactive
20619,Inactive,Inactive,Inactive,Inactive,Inactive
20619,Inactive,Inactive,Inactive,Inactive,Inactive
21501,Inactive,Inactive,Inactive,Inactive,Inactive
20936,Inactive,Inactive,Inactive,Inactive,Inactive
21576,Inactive,Inactive,Inactive,Inactive,Inactive
21580,Inactive,Inactive,Inactive,Inactive,Inactive
20820,Inactive,Inactive,Inactive,Inactive,Inactive
21463,Inactive,Inactive,Inactive,Inactive,Inactive
21093,Inactive,Inactive,Inactive,Inactive,Inactive
20188,Inactive,Inactive,Inactive,Inactive,Inactive
21263,Inactive,Inactive,Inactive,Inactive,Inactive
21009,Inactive,Inactive,Inactive,Inactive,Inactive
21280,Inactive,Inactive,Inactive,Inactive,Inactive
20088,Inactive,Inactive,Inactive,Inactive,Inactive
21438,Inactive,Inactive,Inactive,Inactive,Inactive
20242,Inactive,Inactive,Inactive,Inactive,Inactive
21256,Inactive,Inactive,Inactive,Inactive,Inactive
21760,Inactive,Inactive,Inactive,Inactive,Inactive
20226,Inactive,Inactive,Inactive,Inactive,Inactive
20251,Inactive,Inactive,Inactive,Inactive,Inactive
20300,Inactive,Inactive,Inactive,Inactive,Inactive
21718,Inactive,Inactive,Inactive,Inactive,Inactive
21731,Inactive,Inactive,Inactive,Inactive,Inactive
20799,Inactive,Inactive,Inactive,Inactive,Inactive
20063,Inactive,Inactive,Inactive,Inactive,Inactive
21206,Inactive,Inactive,Inactive,Inactive,Inactive
20663,Inactive,Inactive,Inactive,Inactive,Inactive
21527,Inactive,Inactive,Inactive,Inactive,Inactive
21286,Inactive,Inactive,Inactive,Inactive,Inactive
20010,Inactive,Inactive,Inactive,Inactive,Inactive
21471,Inactive,Inactive,Inactive,Inactive,Inactive
20024,Inactive,Inactive,Inactive,Inactive,Inactive
21553,Inactive,Inactive,Inactive,Inactive,Inactive
21553,Inactive,Inactive,Inactive,Inactive,Inactive
20187,Inactive,Inactive,Inactive,Inactive,Inactive
21573,Inactive,Inactive,Inactive,Inactive,Inactive
20208,Inactive,Inactive,Inactive,Inactive,Inactive
21625,Inactive,Inactive,Inactive,Inactive,Inactive
20497,Inactive,Inactive,Inactive,Inactive,Inactive
20415,Inactive,Inactive,Inactive,Inactive,Inactive
20697,Inactive,Inactive,Inactive,Inactive,Inactive
20402,Inactive,Inactive,Inactive,Inactive,Inactive
21197,Inactive,Inactive,Inactive,Inactive,Inactive
21712,Inactive,Inactive,Inactive,Inactive,Inactive
20192,Inactive,Inactive,Inactive,Inactive,Inactive
20109,Inactive,Inactive,Inactive,Inactive,Inactive
21082,Inactive,Inactive,Inactive,Inactive,Inactive
21623,Inactive,Inactive,Inactive,Inactive,Inactive
20904,Inactive,Inactive,Inactive,Inactive,Inactive
21879,Inactive,Inactive,Inactive,Inactive,Inactive
20778,Inactive,Inactive,Inactive,Inactive,Inactive
20211,Inactive,Inactive,Inactive,Inactive,Inactive
21652,Inactive,Inactive,Inactive,Inactive,Inactive
21000,Inactive,Inactive,Inactive,Inactive,Inactive
20905,Inactive,Inactive,Inactive,Inactive,Inactive
20523,Inactive,Inactive,Inactive,Inactive,Inactive
20550,Inactive,Inactive,Inactive,Inactive,Inactive
21218,Inactive,Inactive,Inactive,Inactive,Inactive
21080,Inactive,Inactive,Inactive,Inactive,Inactive
20133,Inactive,Inactive,Inactive,Inactive,Inactive
20906,Inactive,Inactive,Inactive,Inactive,Inactive
17412,Inactive,Inactive,Inactive,Inactive,Inactive
20972,Inactive,Inactive,Inactive,Inactive,Inactive
21002,Inactive,Inactive,Inactive,Inactive,Inactive
20922,Inactive,Inactive,Inactive,Inactive,Inactive
21562,Inactive,Inactive,Inactive,Inactive,Inactive
21049,Inactive,Inactive,Inactive,Inactive,Inactive
20924,Inactive,Inactive,Inactive,Inactive,Inactive
21060,Inactive,Inactive,Inactive,Inactive,Inactive
21184,Inactive,Inactive,Inactive,Inactive,Inactive
21283,Inactive,Inactive,Inactive,Inactive,Inactive
20781,Inactive,Inactive,Inactive,Inactive,Inactive
20964,Inactive,Inactive,Inactive,Inactive,Inactive
21404,Inactive,Inactive,Inactive,Inactive,Inactive
20267,Inactive,Inactive,Inactive,Inactive,Inactive
20273,Inactive,Inactive,Inactive,Inactive,Inactive
21651,Inactive,Inactive,Inactive,Inactive,Inactive
20582,Inactive,Inactive,Inactive,Inactive,Inactive
21655,Inactive,Inactive,Inactive,Inactive,Inactive
20289,Inactive,Inactive,Inactive,Inactive,Inactive
20102,Inactive,Inactive,Inactive,Inactive,Inactive
21569,Inactive,Inactive,Inactive,Inactive,Inactive
20284,Inactive,Inactive,Inactive,Inactive,Inactive
20070,Inactive,Inactive,Inactive,Inactive,Inactive
21281,Inactive,Inactive,Inactive,Inactive,Inactive
20630,Inactive,Inactive,Inactive,Inactive,Inactive
21814,Inactive,Inactive,Inactive,Inactive,Inactive
20350,Inactive,Inactive,Inactive,Inactive,Inactive
21490,Inactive,Inactive,Inactive,Inactive,Inactive
21220,Inactive,Inactive,Inactive,Inactive,Inactive
21001,Inactive,Inactive,Inactive,Inactive,Inactive
20708,Inactive,Inactive,Inactive,Inactive,Inactive
20960,Inactive,Inactive,Inactive,Inactive,Inactive
20512,Inactive,Inactive,Inactive,Inactive,Inactive
20728,Inactive,Inactive,Inactive,Inactive,Inactive
20033,Inactive,Inactive,Inactive,Inactive,Inactive
21356,Inactive,Inactive,Inactive,Inactive,Inactive
20602,Inactive,Inactive,Inactive,Inactive,Inactive
516,Inactive,Inactive,Inactive,Inactive,Inactive
21296,Inactive,Inactive,Inactive,Inactive,Inactive
20445,Inactive,Inactive,Inactive,Inactive,Inactive
20327,Inactive,Inactive,Inactive,Inactive,Inactive
21465,Inactive,Inactive,Inactive,Inactive,Inactive
21158,Inactive,Inactive,Inactive,Inactive,Inactive
21676,Inactive,Inactive,Inactive,Inactive,Inactive
20426,Inactive,Inactive,Inactive,Inactive,Inactive
20018,Inactive,Inactive,Inactive,Inactive,Inactive
20538,Inactive,Inactive,Inactive,Inactive,Inactive
20586,Inactive,Inactive,Inactive,Inactive,Inactive
21643,Inactive,Inactive,Inactive,Inactive,Inactive
20424,Inactive,Inactive,Inactive,Inactive,Inactive
20379,Inactive,Inactive,Inactive,Inactive,Inactive
21378,Inactive,Inactive,Inactive,Inactive,Inactive
21859,Inactive,Inactive,Inactive,Inactive,Inactive
20015,Inactive,Inactive,Inactive,Inactive,Inactive
21430,Inactive,Inactive,Inactive,Inactive,Inactive
21668,Inactive,Inactive,Inactive,Inactive,Inactive
21680,Inactive,Inactive,Inactive,Inactive,Inactive
20092,Inactive,Inactive,Inactive,Inactive,Inactive
21612,Inactive,Inactive,Inactive,Inactive,Inactive
20212,Inactive,Inactive,Inactive,Inactive,Inactive
21392,Inactive,Inactive,Inactive,Inactive,Inactive
20435,Inactive,Inactive,Inactive,Inactive,Inactive
20585,Inactive,Inactive,Inactive,Inactive,Inactive
510,Inactive,Inactive,Inactive,Inactive,Inactive
20163,Inactive,Inactive,Inactive,Inactive,Inactive
20256,Inactive,Inactive,Inactive,Inactive,Inactive
20180,Inactive,Inactive,Inactive,Inactive,Inactive
